İlanNo,SonGuncellemeTarihi,ilce_pamukkale,ilce_merkezefendi,konut_tipi,toplam_oda,brutm2,netm2,bul_kat,bina_yas,isinma_belirtilmeyen,isinma_dogalgazsoba,isinma_yok,isinma_jeo ,isinma_katkalo,isinma_klima,isinma_kombi,isinma_merkezi,isinma_merkezipay,isinma_soba,isinma_yerden,bina_kat,kredi_bilinmiyor,kredi_uygun,kredi_uygundegil,esya_bilinmiyor,esya_var,esya_yok,toplam_banyo,yapi_ikinci,yapi_sifir,takas_bilinmiyor,takas_evet,takas_hayır,SatisFiyati,tapu_arsa,tapu_katirt,tapu_katmul,tapu_bos,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati,cephe_bos
140742-106,28.04.2024,1,0,1,4,120,105,1,16,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,6500000,0,1,0,0,1,0,0,0,0
130837-928,9.05.2024,1,0,1,3,100,95,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2450000,0,0,1,0,1,1,1,1,0
136930-102,30.04.2024,1,0,1,2,45,35,2,30,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,850000,0,0,1,0,0,0,1,0,0
141810-6,10.05.2024,1,0,1,4,170,155,6,21,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,1,1,1,0,0,0,1,2750000,0,0,1,0,1,0,1,0,0
132332-550,21.02.2024,1,0,1,4,140,100,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,0,1,0,1,0,2749000,0,1,0,0,1,1,1,0,0
135046-2053,18.04.2024,1,0,1,3,120,110,0,7,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,1,0,0,1650000,0,0,0,1,0,0,0,0,1
137549-967,16.04.2024,1,0,1,3,110,104,5,45,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,0,1,1349000,0,0,1,0,0,0,0,0,1
137837-375,9.05.2024,1,0,1,2,45,42,2,7,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,1020000,0,0,0,1,0,0,0,0,1
111300-465,4.04.2024,1,0,1,4,155,150,2,25,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1900000,0,0,1,0,0,0,1,1,0
137436-267,23.04.2024,1,0,1,3,110,100,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2300000,0,0,1,0,0,0,0,0,1
139845-1114,2.04.2024,1,0,1,2,50,45,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,0,1,0,1,0,1175000,0,0,0,1,0,0,0,0,1
137102-236,6.05.2024,1,0,1,3,115,110,1,3,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,1,1,0,1,0,0,2750000,0,0,0,1,0,0,0,0,1
15694-3541,1.05.2024,1,0,1,3,105,97,-1,20,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,999999,0,0,1,0,1,0,0,1,0
145068-4,13.05.2024,1,0,1,2,60,55,2,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,1,0,1,0,1399000,0,0,1,0,0,0,0,0,1
126113-358,22.04.2024,1,0,1,2,50,38,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,935000,0,0,1,0,0,1,1,0,0
99579-1663,2.04.2024,1,0,1,2,55,45,0,10,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1180000,0,1,0,0,1,0,0,0,0
134619-299,12.05.2024,1,0,1,4,170,165,1,30,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,1,0,0,2399000,0,0,0,1,0,1,1,0,0
94324-608,7.03.2024,1,0,1,4,145,140,7,30,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,1,0,4200000,0,0,1,0,1,1,1,0,0
142596-57,1.03.2024,1,0,1,4,155,135,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,1800000,0,0,1,0,0,0,0,0,1
139735-111,27.04.2024,1,0,1,3,70,65,4,4,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,1,0,1850000,0,0,1,0,0,1,0,0,0
141810-2,10.05.2024,1,0,1,6,320,305,3,3,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,4,1,0,0,1,0,13500000,0,1,0,0,0,1,0,0,0
135046-2052,18.04.2024,1,0,1,2,55,50,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,0,0,1149000,0,0,0,1,0,0,0,0,1
91390-1495,10.05.2024,1,0,1,2,50,40,2,2,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,0,1,1,0,0,0,1,1350000,0,1,0,0,0,1,0,0,0
134011-306,30.04.2024,1,0,1,2,45,40,-1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,1,0,1,0,970000,0,0,0,1,0,0,0,0,1
138295-173,4.05.2024,1,0,1,2,47,42,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,1150000,0,0,1,0,1,1,1,1,0
4766-15931,1.05.2024,1,0,1,4,120,110,4,15,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,0,1,0,0,2900000,0,0,0,1,0,0,0,0,1
126759-110,25.03.2024,1,0,1,2,42,35,-1,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,1,0,0,0,1,900000,0,0,0,1,0,0,0,0,1
135972-156,13.05.2024,1,0,1,2,110,100,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,1,0,0,0,1,1650000,0,0,1,0,1,1,1,1,0
140093-628,13.05.2024,1,0,1,2,45,40,3,6,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,1,0,1250000,0,0,1,0,0,0,0,0,1
137549-995,3.05.2024,1,0,1,2,60,55,2,4,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,1,0,0,0,1,1229000,0,0,1,0,0,0,0,0,1
137837-364,15.05.2024,1,0,1,3,60,55,5,7,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,0,1,1020000,0,0,0,1,0,0,0,0,1
99999-1085,17.04.2024,1,0,1,3,115,90,0,6,0,0,0,0,0,0,0,1,0,0,0,14,0,0,1,0,0,1,1,1,0,0,0,1,1150000,0,0,1,0,0,0,1,0,0
111300-455,6.05.2024,1,0,1,3,75,70,0,10,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,1400000,0,0,1,0,0,0,1,0,0
144186-12,14.05.2024,1,0,1,3,130,125,0,30,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,1290000,0,1,0,0,0,0,1,1,0
139845-1113,2.04.2024,1,0,1,2,50,45,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,1,0,1,0,1450000,0,0,0,1,0,0,0,0,1
137102-210,17.04.2024,1,0,1,3,75,65,3,7,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,1,1780000,0,0,0,1,0,0,0,0,1
137436-211,6.05.2024,1,0,1,7,380,350,4,11,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,1,0,0,0,1,12300000,0,0,1,0,0,0,0,0,1
140741-19,14.04.2024,1,0,1,2,55,50,3,10,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,1,0,1,0,0,1400000,0,1,0,0,0,0,0,0,1
1408-2248,27.03.2024,1,0,1,4,155,127,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,0,1,4800000,0,1,0,0,1,1,1,0,0
96407-284,25.04.2024,1,0,1,4,135,130,4,6,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1800000,0,1,0,0,0,0,0,0,1
114752-982,2.05.2024,1,0,1,3,130,123,5,25,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,1,0,1570000,0,0,1,0,1,1,1,1,0
134619-286,14.05.2024,1,0,1,4,140,120,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,0,1,1750000,0,0,1,0,0,1,1,0,0
137304-246,15.05.2024,1,0,1,4,160,150,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,0,1,3000000,0,0,1,0,0,1,0,0,0
139735-104,27.04.2024,1,0,1,2,65,60,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,1,0,1090000,0,0,1,0,0,1,0,0,0
135046-2045,18.04.2024,1,0,1,3,120,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1950000,0,0,0,1,0,0,0,0,1
125019-384,10.03.2024,1,0,1,2,55,45,0,11,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,1,0,0,1,0,1950000,0,0,1,0,1,0,0,1,0
60626-1043,6.05.2024,1,0,1,3,110,100,2,30,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1600000,0,0,1,0,0,0,1,1,0
142555-21,30.04.2024,1,0,1,2,55,50,2,8,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,0,1,1190000,0,0,0,1,0,0,0,0,1
4766-15782,10.05.2024,1,0,1,2,50,48,2,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1350000,0,0,1,0,0,0,0,0,1
68295-700,27.04.2024,1,0,1,3,115,100,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,2200000,0,0,1,0,0,1,1,1,0
137837-359,16.04.2024,1,0,1,3,85,80,0,7,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,1,0,1,0,0,2150000,0,0,0,1,0,0,0,0,1
111300-451,19.03.2024,1,0,1,4,130,125,3,35,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,2100000,0,0,1,0,0,0,1,1,0
129038-382,7.05.2024,1,0,1,4,135,120,3,20,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,1800000,0,1,0,0,1,1,1,1,0
139845-1102,2.04.2024,1,0,1,3,120,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2000000,0,0,0,1,0,0,0,0,1
135972-160,13.05.2024,1,0,1,2,100,90,3,8,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,1,0,1,1,0,0,1,0,1690000,0,0,1,0,1,1,1,1,0
140991-101,8.05.2024,1,0,1,2,60,55,2,10,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,1175000,0,0,0,1,0,0,0,0,1
140663-322,30.04.2024,1,0,1,2,55,50,2,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,1,0,1,0,0,1229000,0,0,0,1,0,0,0,0,1
136159-650,11.05.2024,1,0,1,4,115,109,3,7,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1890000,0,0,1,0,0,0,0,0,1
113032-257,14.04.2024,1,0,1,2,60,55,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,1900000,0,1,0,0,0,1,1,0,0
120162-279,9.04.2024,1,0,1,3,60,45,5,7,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,1,0,0,1180000,0,0,0,1,0,0,0,0,1
137102-218,23.04.2024,1,0,1,4,155,141,7,30,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,1,1,1,0,0,0,1,2000000,0,0,0,1,0,0,0,0,1
137449-255,3.04.2024,1,0,1,2,85,80,4,4,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,1,0,1990000,0,0,1,0,0,1,1,1,0
140030-61,15.03.2024,1,0,1,4,155,145,4,22,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,3300000,0,0,0,1,1,1,1,1,0
132237-466,10.05.2024,1,0,1,2,55,45,2,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1375000,0,1,0,0,0,0,1,0,0
137304-209,15.05.2024,1,0,1,4,180,140,4,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,3550000,0,0,0,1,0,1,0,0,0
135046-2043,18.04.2024,1,0,1,3,120,110,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2750000,0,0,0,1,0,0,0,0,1
114752-891,19.03.2024,1,0,1,3,130,125,5,25,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,1,0,1580000,0,0,1,0,1,1,1,1,0
138295-401,4.05.2024,1,0,1,3,48,45,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,1,1250000,0,0,1,0,1,1,1,1,0
0-42428879,12.05.2024,1,0,1,3,110,95,2,12,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1850000,0,0,1,0,0,1,0,1,0
140156-51,26.03.2024,1,0,1,5,275,255,5,15,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,1,0,0,0,1,3750000,0,0,1,0,0,1,0,0,0
136300-258,11.04.2024,1,0,1,2,70,65,3,8,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,1,0,0,1,0,1450000,0,0,1,0,0,0,0,0,1
136217-60,22.03.2024,1,0,1,3,90,75,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,0,0,1,2650000,0,0,1,0,0,0,0,0,1
0-37820261,9.05.2024,1,0,1,4,160,150,5,19,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,0,1,0,0,1,3250000,0,0,0,1,1,0,0,0,0
128687-494,22.04.2024,1,0,1,2,50,40,2,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1485000,0,0,1,0,0,0,0,1,0
89525-163,22.04.2024,1,0,1,2,120,90,3,5,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,2,1,0,0,0,1,1599000,0,1,0,0,0,1,1,1,0
137837-358,24.04.2024,1,0,1,3,109,100,2,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1890000,0,0,0,1,0,0,0,0,1
139845-1062,2.04.2024,1,0,1,3,120,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1750000,0,0,0,1,0,0,0,0,1
82422-242,23.04.2024,1,0,1,2,60,50,2,4,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,1,0,0,0,1,1199000,0,0,1,0,0,0,0,0,1
136159-634,12.05.2024,1,0,1,4,250,240,3,12,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,2450000,0,0,1,0,1,1,1,1,0
4766-15877,22.04.2024,1,0,1,3,60,58,5,10,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,0,1,1,0,1,0,0,1099000,0,0,0,1,0,0,0,0,1
69820-961,7.05.2024,1,0,1,2,60,50,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,1,0,1,0,0,1,1400000,0,1,0,0,1,1,1,0,0
137449-243,3.04.2024,1,0,1,3,130,100,4,3,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1549000,0,1,0,0,0,1,1,0,0
132237-460,10.05.2024,1,0,1,3,110,100,5,5,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,1,0,2480000,0,0,1,0,0,1,1,0,0
133161-452,4.03.2024,1,0,1,6,265,250,5,20,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,1,0,0,2,1,0,0,1,0,2900000,0,0,0,1,0,0,0,0,1
131207-101,11.03.2024,1,0,1,3,100,80,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,1890000,0,0,1,0,1,1,1,1,0
139735-45,27.04.2024,1,0,1,2,40,35,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,1,1,0,0,0,1,1008000,0,0,1,0,0,1,0,0,0
135046-2040,16.04.2024,1,0,1,3,120,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2000000,0,0,0,1,0,0,0,0,1
94324-609,11.03.2024,1,0,1,3,110,105,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,2900000,0,0,1,0,0,0,1,1,0
140663-319,6.05.2024,1,0,1,2,50,45,3,10,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,1,0,0,1,1,0,1,0,0,1325000,0,0,0,1,0,0,0,0,1
138295-399,3.05.2024,1,0,1,2,45,42,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,835000,0,0,1,0,0,0,1,0,0
139369-99,22.04.2024,1,0,1,2,55,45,2,5,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,1260000,0,0,1,0,1,0,0,1,0
137102-282,23.04.2024,1,0,1,4,140,130,7,32,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,1,0,0,1,1,0,1,0,0,1950000,0,0,0,1,0,0,0,0,1
134619-292,12.05.2024,1,0,1,2,65,55,1,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,1950000,0,1,0,0,0,1,1,0,0
132781-588,9.05.2024,1,0,1,2,55,53,-1,7,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,1,0,0,995000,0,0,0,1,0,0,0,0,1
137436-271,23.04.2024,1,0,1,3,125,115,5,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,1,0,1,1,0,0,2750000,0,0,1,0,0,0,0,0,1
137837-168,23.04.2024,1,0,1,1,50,45,2,4,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,835000,0,0,0,1,0,0,0,0,1
140093-625,8.05.2024,1,0,1,4,175,155,2,16,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,1,0,0,2890000,0,1,0,0,1,1,1,0,0
134506-398,29.04.2024,1,0,1,3,100,95,2,30,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,1250000,0,0,1,0,0,0,0,1,0
137549-905,18.03.2024,1,0,1,2,50,45,1,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,1,0,0,1150000,0,0,0,1,0,0,1,0,0
135972-81,7.05.2024,1,0,1,3,115,90,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1700000,0,0,1,0,1,1,1,1,0
144095-51,21.04.2024,1,0,1,2,70,60,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,1,0,1,0,1,0,1700000,0,0,0,1,0,0,0,0,1
129683-126,9.05.2024,1,0,1,3,135,125,4,30,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,1,1,1,0,0,0,1,1395000,0,0,0,1,0,0,0,0,1
0-42483520,13.04.2024,1,0,1,2,86,80,2,8,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,1750000,0,0,1,0,1,0,0,0,0
0-42039502,19.04.2024,1,0,1,6,260,245,-3,14,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,3,1,0,0,1,0,4500000,0,1,0,0,1,1,1,0,0
4766-15487,9.05.2024,1,0,1,3,75,70,1,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,2400000,0,0,0,1,0,0,0,0,1
137449-242,3.04.2024,1,0,1,3,100,90,4,31,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1150000,0,0,1,0,1,0,0,1,0
139735-6,27.04.2024,1,0,1,2,55,50,2,4,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1150000,0,0,1,0,1,1,1,1,0
135046-2038,16.04.2024,1,0,1,3,120,110,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,2200000,0,0,0,1,0,0,0,0,1
68295-696,15.05.2024,1,0,1,2,60,50,3,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1550000,0,0,1,0,0,1,1,0,0
140663-315,17.04.2024,1,0,1,3,115,109,2,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,1,0,1,0,0,1890000,0,0,0,1,0,0,0,0,1
127829-44,19.03.2024,1,0,1,4,145,140,7,24,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,1,1,1,0,1,0,0,2750000,0,0,0,1,0,0,0,0,1
46752-723,25.03.2024,1,0,1,3,130,128,2,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,2,0,1,0,0,1,3500000,0,0,1,0,1,1,1,1,0
95574-479,25.03.2024,1,0,1,4,125,120,2,4,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,1,2650000,0,0,1,0,0,0,0,0,1
132069-151,16.03.2024,1,0,1,5,165,135,3,5,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,1,0,0,0,1,2725000,0,0,1,0,0,1,1,0,0
113603-20,21.02.2024,1,0,1,2,46,36,2,5,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,1,1,0,0,0,1,1255000,0,1,0,0,1,0,1,0,0
121853-1209,4.03.2024,1,0,1,3,95,90,2,30,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,2000000,0,0,1,0,0,0,0,0,1
137102-264,6.05.2024,1,0,1,3,115,105,5,31,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,1,1,1,0,0,0,1,1375000,0,0,0,1,0,0,0,0,1
137304-247,15.05.2024,1,0,1,4,120,113,2,10,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,3000000,0,0,1,0,0,1,0,0,0
136159-571,14.05.2024,1,0,1,3,90,85,2,8,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,1,1,0,0,1,0,1400000,0,0,0,1,1,1,1,1,0
137436-266,23.04.2024,1,0,1,3,120,105,2,7,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1890000,0,0,1,0,0,0,0,0,1
132781-547,16.04.2024,1,0,1,2,65,60,4,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,1390000,0,0,0,1,0,0,0,0,1
140093-624,7.05.2024,1,0,1,5,200,180,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,1,0,0,6950000,0,0,0,1,0,0,0,0,1
129038-375,2.05.2024,1,0,1,3,110,90,0,38,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,1,1,0,0,0,1,2495000,0,0,1,0,1,1,1,1,0
99999-820,17.03.2024,1,0,1,8,250,225,4,35,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,1,2,1,0,0,0,1,2500000,0,0,0,1,0,0,0,0,1
136300-271,5.04.2024,1,0,1,2,50,45,-2,12,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,0,1,1250000,0,0,1,0,0,0,0,0,1
4766-15482,18.03.2024,1,0,1,3,60,57,2,10,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1750000,0,0,0,1,0,0,0,0,1
136930-111,3.05.2024,1,0,1,2,57,45,0,25,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,1050000,0,1,0,0,0,1,0,0,0
135046-2019,16.04.2024,1,0,1,4,150,145,2,20,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,1900000,0,0,0,1,0,0,0,0,1
68295-694,15.05.2024,1,0,1,3,110,90,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,1,2650000,0,1,0,0,0,1,1,0,0
139582-119,4.04.2024,1,0,1,3,85,70,3,10,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,0,1,1650000,0,0,0,1,0,0,0,0,1
95574-448,29.03.2024,1,0,1,3,140,135,1,11,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,1,0,1500000,0,0,1,0,0,0,0,0,1
132069-143,29.02.2024,1,0,1,5,165,135,3,8,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,1,0,0,0,1,2725000,0,0,1,0,0,1,1,0,0
69820-941,7.05.2024,1,0,1,5,175,150,1,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,0,0,1,3650000,0,0,1,0,0,1,1,0,0
133652-174,19.04.2024,1,0,1,3,110,95,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1700000,0,0,1,0,1,1,1,1,0
102793-2423,25.03.2024,1,0,1,4,107,87,2,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,2,1,0,0,0,1,1775000,0,1,0,0,0,0,0,0,1
67388-927,28.03.2024,1,0,1,6,280,265,1,22,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,0,0,1,4190000,0,0,1,0,0,1,1,1,0
140093-617,1.05.2024,1,0,1,2,45,43,4,10,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,1,0,0,0,1,1325000,0,1,0,0,0,0,0,0,1
129038-365,5.05.2024,1,0,1,3,145,135,5,29,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,1,1,0,0,1,0,2750000,0,1,0,0,1,1,1,1,0
