İlanNo,SonGuncellemeTarihi,Ilce,KonutTipi,OdaSayisi,BrutM2, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati,TapuDurumu,Cephe
135046-2128,10/05/2024,Merkezefendi,Daire,2 + 1,120,110,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000,,
142596-127,11/05/2024,Merkezefendi,Daire,2 + 1,120,100,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2200000,Kat Mülkiyeti,
135657-240,09/05/2024,Merkezefendi,Daire,4 + 1,254,212,9,5,Yerden Isıtma,11,Uygun,Eşyalı Değil,3,İkinci El,Evet,7498000,Kat İrtifakı,"Kuzey, Güney, Batı"
96548-92,06/04/2024,Merkezefendi,Daire,3 + 1,175,165,5,35,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,3000000,Kat Mülkiyeti,"Güney, Doğu, Batı"
113234-1009,01/05/2024,Merkezefendi,Daire,3 + 1,120,119,3,30,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1685000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
0-42460460,05/04/2024,Merkezefendi,Daire,5 + 1,200,180,3,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5500000,Kat İrtifakı,"Kuzey, Güney, Doğu"
133343-416,19/04/2024,Merkezefendi,Daire,3 + 1,160,140,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4500000,,
113131-25,18/04/2024,Merkezefendi,Daire,2 + 1,120,100,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
132332-694,24/04/2024,Merkezefendi,Daire,3 + 1,155,140,2,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
138220-535,26/04/2024,Merkezefendi,Daire,2 + 1,115,100,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1800000,Kat İrtifakı,"Güney, Doğu"
121853-1381,04/05/2024,Merkezefendi,Daire,3 + 1,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000,,
126113-347,22/04/2024,Merkezefendi,Daire,3 + 1,130,120,2,21,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
91390-1499,17/04/2024,Merkezefendi,Daire,2 + 1,130,110,2,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2550000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
129683-561,10/05/2024,Merkezefendi,Daire,3 + 1,160,150,3,0,Yerden Isıtma,5,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,3300000,,
144653-9,22/04/2024,Merkezefendi,Daire,2 + 1,100,90,2,3,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2300000,Kat Mülkiyeti,"Kuzey, Doğu"
140093-348,09/05/2024,Merkezefendi,Daire,3 + 1,130,120,3,12,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2199000,,
126549-621,09/05/2024,Merkezefendi,Daire,2 + 1,95,85,0,3,Merkezi (Pay Ölçer),6,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2275000,,
4766-15864,19/04/2024,Merkezefendi,Daire,3 + 1,140,135,5,29,Merkezi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,2290000,,"Güney, Doğu"
120415-585,20/04/2024,Merkezefendi,Daire,2 + 1,100,85,0,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1850000,Kat İrtifakı,Doğu
91580-1655,06/05/2024,Merkezefendi,Daire,3 + 1,150,140,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
128169-403,18/04/2024,Merkezefendi,Daire,3 + 1,145,135,5,2,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3950000,Kat İrtifakı,"Güney, Doğu"
145068-7,13/05/2024,Merkezefendi,Daire,2 + 1,130,120,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1699900,Kat Mülkiyeti,
117504-954,07/05/2024,Merkezefendi,Daire,2 + 1,100,90,1,5,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2230000,Kat İrtifakı,"Güney, Doğu"
134506-312,06/05/2024,Merkezefendi,Daire,3 + 1,135,130,1,22,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Hayır,1950000,Kat İrtifakı,"Kuzey, Güney, Batı"
113381-119,22/04/2024,Merkezefendi,Daire,1 + 1,65,58,1,4,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Evet,1545000,Kat İrtifakı,
144186-13,14/05/2024,Merkezefendi,Daire,4 + 1,150,139,0,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1720000,Kat İrtifakı,"Doğu, Batı"
140402-119,21/03/2024,Merkezefendi,Daire,3 + 1,130,120,2,0,Kombi,3,Uygun,Bilinmiyor,1,Sıfır,Evet,3100000,Kat Mülkiyeti,"Güney, Doğu"
136159-512,26/04/2024,Merkezefendi,Daire,2 + 1,110,90,0,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000,Kat Mülkiyeti,
137549-907,18/03/2024,Merkezefendi,Daire,3 + 1,150,145,2,4,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2797000,,
82422-234,23/04/2024,Merkezefendi,Daire,3 + 1,207,206,3,3,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,5990000,Kat Mülkiyeti,
135046-2127,10/05/2024,Merkezefendi,Daire,3 + 1,180,175,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000,,
142596-126,10/05/2024,Merkezefendi,Daire,3 + 1,170,155,3,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,5750000,Kat Mülkiyeti,
136930-104,01/05/2024,Merkezefendi,Daire,3 + 1,140,125,4,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,1600000,Kat İrtifakı,"Kuzey, Güney"
135386-135,25/03/2024,Merkezefendi,Daire,2 + 1,95,90,1,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1900000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
135972-133,13/05/2024,Merkezefendi,Daire,2 + 1,110,90,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
94398-5447,20/04/2024,Merkezefendi,Daire,2 + 1,85,80,1,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1800000,Kat İrtifakı,
133343-415,20/04/2024,Merkezefendi,Daire,2 + 1,130,120,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3250000,,
132332-689,25/04/2024,Merkezefendi,Daire,2 + 1,130,100,2,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2599000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
138220-508,26/04/2024,Merkezefendi,Daire,2 + 1,125,110,2,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2500000,Kat İrtifakı,"Kuzey, Güney, Doğu"
126113-345,22/04/2024,Merkezefendi,Daire,2 + 1,65,60,3,3,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Evet,1675000,Kat Mülkiyeti,"Güney, Doğu"
121853-953,14/05/2024,Merkezefendi,Daire,3 + 1,165,160,0,0,Yerden Isıtma,4,Uygun,Eşyalı,2,Sıfır,Bilinmiyor,3900000,,
129683-560,11/05/2024,Merkezefendi,Daire,3 + 1,155,145,0,4,Yerden Isıtma,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3350000,,
144552-11,09/05/2024,Merkezefendi,Daire,3 + 1,110,100,0,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2580000,Kat Mülkiyeti,Güney
143854-26,12/05/2024,Merkezefendi,Daire,2 + 1,100,40,3,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1600000,Kat Mülkiyeti,"Güney, Doğu, Batı"
128687-693,22/04/2024,Merkezefendi,Daire,3 + 1,120,110,1,16,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1648000,Kat Mülkiyeti,"Kuzey, Güney"
89525-281,22/04/2024,Merkezefendi,Daire,1 + 1,55,45,3,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1450000,Kat Mülkiyeti,"Kuzey, Doğu, Batı"
140093-613,09/05/2024,Merkezefendi,Daire,2 + 1,120,115,1,12,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2049000,,
117049-5093,15/04/2024,Merkezefendi,Daire,3 + 1,165,160,4,5,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5280000,,
69820-952,07/05/2024,Merkezefendi,Daire,3 + 1,190,160,2,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4350000,Kat İrtifakı,Güney
137436-238,06/05/2024,Merkezefendi,Daire,3 + 1,190,170,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,6000000,Kat Mülkiyeti,"Güney, Doğu"
135046-2124,10/05/2024,Merkezefendi,Daire,2 + 1,120,110,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1975000,,
140402-82,11/04/2024,Merkezefendi,Daire,3 + 1,195,165,3,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5150000,Kat Mülkiyeti,
91580-1653,30/04/2024,Merkezefendi,Daire,3 + 1,130,110,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
135972-60,13/05/2024,Merkezefendi,Daire,3 + 1,145,130,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3800000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
118042-678,13/05/2024,Merkezefendi,Daire,5 + 1,235,198,3,13,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,4300000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
113131-17,17/04/2024,Merkezefendi,Daire,3 + 1,165,155,2,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Evet,3300000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
133343-414,29/04/2024,Merkezefendi,Daire,3 + 1,160,150,0,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,3350000,Kat İrtifakı,
132332-673,08/05/2024,Merkezefendi,Daire,3 + 1,160,150,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3995000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
138220-467,08/05/2024,Merkezefendi,Daire,2 + 1,115,100,0,9,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2100000,Kat İrtifakı,"Kuzey, Güney, Batı"
129683-558,15/05/2024,Merkezefendi,Daire,2 + 1,127,117,4,4,Yerden Isıtma,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2000000,,
137449-285,08/05/2024,Merkezefendi,Daire,3 + 1,114,110,0,25,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1650000,Kat İrtifakı,"Kuzey, Güney, Doğu"
143854-25,17/04/2024,Merkezefendi,Daire,2 + 1,100,85,2,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
67388-955,28/03/2024,Merkezefendi,Daire,4 + 1,240,200,15,10,Merkezi,15,Uygun,Eşyalı Değil,2,İkinci El,Evet,2900000,Kat Mülkiyeti,"Güney, Doğu, Batı"
139845-1143,15/05/2024,Merkezefendi,Daire,3 + 1,160,150,3,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3100000,,"Kuzey, Güney, Doğu, Batı"
128169-400,17/04/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3250000,Kat İrtifakı,"Güney, Doğu, Batı"
94398-5498,04/05/2024,Merkezefendi,Daire,1 + 1,55,50,1,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2600000,,
113234-746,19/04/2024,Merkezefendi,Daire,3 + 1,140,130,3,9,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
99999-1043,06/04/2024,Merkezefendi,Daire,4 + 1,225,195,3,12,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5500000,,Doğu
132781-575,15/04/2024,Merkezefendi,Daire,2 + 1,110,105,-1,6,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000,Kat Mülkiyeti,
133161-500,29/03/2024,Merkezefendi,Daire,5 + 1,300,280,5,5,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,9000000,,
139735-142,27/04/2024,Merkezefendi,Daire,1 + 1,55,50,2,4,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1349000,Kat Mülkiyeti,Güney
69820-949,07/05/2024,Merkezefendi,Daire,2 + 1,135,115,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2550000,Kat İrtifakı,Güney
135046-2123,10/05/2024,Merkezefendi,Daire,3 + 1,160,155,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000,,
99579-1507,04/05/2024,Merkezefendi,Daire,3 + 1,192,175,4,10,Kombi,4,Uygun değil,Eşyalı Değil,2,İkinci El,Evet,5000000,Kat Mülkiyeti,
144186-25,14/05/2024,Merkezefendi,Daire,2 + 1,80,65,1,1,Kombi,2,Uygun,Eşyalı,1,Sıfır,Evet,1800000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
140093-144,09/05/2024,Merkezefendi,Daire,3 + 1,140,130,2,14,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1939000,,
117504-1039,10/05/2024,Merkezefendi,Daire,3 + 1,135,120,1,0,Kombi,2,Uygun,Eşyalı Değil,2,Sıfır,Evet,2650000,Kat Mülkiyeti,
126549-607,10/05/2024,Merkezefendi,Daire,2 + 1,90,80,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1700000,Kat Mülkiyeti,
91580-1614,02/05/2024,Merkezefendi,Daire,3 + 1,150,145,3,20,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2500000,,"Kuzey, Doğu, Batı"
126156-474,07/05/2024,Merkezefendi,Daire,3 + 1,140,130,2,0,Kat Kaloriferi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3200000,Kat İrtifakı,"Güney, Doğu"
118042-675,07/05/2024,Merkezefendi,Daire,3 + 1,175,155,3,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
113131-11,24/04/2024,Merkezefendi,Daire,3 + 1,150,135,2,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Evet,3850000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
130837-945,10/05/2024,Merkezefendi,Daire,2 + 1,100,95,1,1,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2960000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
132332-618,28/04/2024,Merkezefendi,Daire,3 + 1,155,140,4,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3995000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
138220-39,26/04/2024,Merkezefendi,Daire,3 + 1,160,145,2,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,2,Sıfır,Evet,2850000,Kat Mülkiyeti,"Güney, Doğu, Batı"
121853-1429,02/05/2024,Merkezefendi,Daire,3 + 1,170,165,3,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000,Kat İrtifakı,
137304-301,15/05/2024,Merkezefendi,Daire,2 + 1,130,120,3,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3250000,Kat Mülkiyeti,Güney
129683-557,11/05/2024,Merkezefendi,Daire,2 + 1,120,110,0,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2350000,,
139845-1142,15/05/2024,Merkezefendi,Daire,3 + 1,170,160,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,,"Kuzey, Güney, Doğu, Batı"
126113-353,22/04/2024,Merkezefendi,Daire,2 + 1,70,60,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1599000,Kat İrtifakı,"Güney, Doğu, Batı"
91390-1490,22/04/2024,Merkezefendi,Daire,5 + 1,350,300,5,11,Kombi,5,Uygun değil,Eşyalı Değil,3,İkinci El,Evet,8900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
134619-268,14/05/2024,Merkezefendi,Daire,2 + 1,95,80,0,6,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1175000,Kat Mülkiyeti,"Güney, Doğu"
133521-89,13/05/2024,Merkezefendi,Daire,1 + 1,55,50,5,8,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Evet,1600000,,
133161-496,22/03/2024,Merkezefendi,Daire,3 + 1,170,160,2,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,,
135046-2122,10/05/2024,Merkezefendi,Daire,2 + 1,110,100,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1800000,,
141326-52,23/04/2024,Merkezefendi,Daire,1 + 1,50,40,2,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1400000,Kat Mülkiyeti,"Güney, Doğu"
137257-683,23/04/2024,Merkezefendi,Daire,3 + 1,170,155,4,0,Yerden Isıtma,8,Uygun,Eşyalı Değil,2,Sıfır,Evet,4600000,Kat Mülkiyeti,
113131-10,17/04/2024,Merkezefendi,Daire,3 + 1,150,140,3,10,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3450000,Kat Mülkiyeti,"Güney, Doğu"
133343-404,07/05/2024,Merkezefendi,Daire,3 + 1,150,140,3,30,Merkezi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2675000,,
118042-601,20/04/2024,Merkezefendi,Daire,3 + 1,170,150,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4000000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
132332-595,18/04/2024,Merkezefendi,Daire,2 + 1,130,100,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3150000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
138559-92,01/05/2024,Merkezefendi,Daire,2 + 1,60,50,4,8,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1280000,Kat Mülkiyeti,
129683-556,09/05/2024,Merkezefendi,Daire,2 + 1,125,120,1,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2550000,,
139845-1141,15/05/2024,Merkezefendi,Daire,2 + 1,130,100,1,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1700000,,"Kuzey, Güney, Doğu, Batı"
121853-1450,17/04/2024,Merkezefendi,Daire,3 + 1,145,135,3,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4000000,Kat İrtifakı,
113234-854,16/04/2024,Merkezefendi,Daire,2 + 1,90,72,2,4,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2100000,Kat Mülkiyeti,"Kuzey, Doğu, Batı"
86543-1980,28/03/2024,Merkezefendi,Daire,2 + 1,90,70,0,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,,"Kuzey, Doğu, Batı"
42634-2156,14/05/2024,Merkezefendi,Daire,1 + 1,60,50,2,0,Kombi,3,Uygun,Eşyalı,1,Sıfır,Evet,1500000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
122219-434,03/05/2024,Merkezefendi,Daire,4 + 1,220,180,4,15,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,4450000,Kat Mülkiyeti,
137837-374,03/05/2024,Merkezefendi,Daire,4 + 1,175,165,4,28,Merkezi,7,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,2570000,,
138322-172,02/05/2024,Merkezefendi,Daire,2 + 1,75,70,3,0,Kombi,5,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1699000,,
137102-285,23/04/2024,Merkezefendi,Daire,3 + 1,160,150,2,20,Merkezi (Pay Ölçer),7,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2150000,,
144095-55,24/04/2024,Merkezefendi,Daire,3 + 1,150,140,1,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3100000,,
0-42525801,14/05/2024,Merkezefendi,Daire,2 + 1,100,95,2,25,Soba,5,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,1130000,,
0-42527592,07/05/2024,Merkezefendi,Daire,3 + 1,110,100,5,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2900000,Kat Mülkiyeti,Doğu
141810-51,10/05/2024,Merkezefendi,Daire,3 + 1,128,115,1,4,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2600000,,"Güney, Batı"
135938-282,29/04/2024,Merkezefendi,Daire,3 + 1,154,145,5,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2350000,Kat Mülkiyeti,
138295-340,05/05/2024,Merkezefendi,Daire,2 + 1,112,100,4,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3199000,Kat Mülkiyeti,
131250-237,23/04/2024,Merkezefendi,Daire,3 + 1,135,120,4,11,Merkezi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1675000,Kat İrtifakı,"Kuzey, Güney"
102131-32045,15/05/2024,Merkezefendi,Daire,3 + 1,150,130,1,24,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,2300000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
135046-2121,13/05/2024,Merkezefendi,Daire,3 + 1,150,145,5,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2390000,,
126156-531,11/05/2024,Merkezefendi,Daire,2 + 1,100,90,0,0,Kat Kaloriferi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1675000,Kat Mülkiyeti,"Güney, Doğu"
4766-15950,06/05/2024,Merkezefendi,Daire,3 + 1,145,140,1,3,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,4500000,,
133652-234,13/05/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
99579-1505,05/05/2024,Merkezefendi,Daire,3 + 1,165,150,1,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu"
113131-9,27/04/2024,Merkezefendi,Daire,3 + 1,160,150,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,5600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
133343-394,29/04/2024,Merkezefendi,Daire,3 + 1,145,135,0,25,Merkezi (Pay Ölçer),4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2525000,Kat İrtifakı,
118042-526,14/05/2024,Merkezefendi,Daire,3 + 1,180,150,3,6,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,3595000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
132332-454,01/05/2024,Merkezefendi,Daire,3 + 1,150,135,2,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3995000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
94398-5489,29/04/2024,Merkezefendi,Daire,3 + 1,155,150,2,20,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1990000,Kat Mülkiyeti,
129683-555,13/05/2024,Merkezefendi,Daire,2 + 1,105,100,2,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2100000,,
135972-163,15/05/2024,Merkezefendi,Daire,2 + 1,115,95,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
139845-1082,15/05/2024,Merkezefendi,Daire,2 + 1,135,110,2,0,Kombi,3,Uygun,Eşyalı,1,Sıfır,Evet,2500000,,"Kuzey, Güney, Doğu, Batı"
15694-3525,25/03/2024,Merkezefendi,Daire,3 + 1,175,165,3,13,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5250000,Kat Mülkiyeti,"Güney, Batı"
121853-1473,06/05/2024,Merkezefendi,Daire,3 + 1,135,130,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,Kat İrtifakı,
142376-47,06/05/2024,Merkezefendi,Daire,2 + 1,90,85,3,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1150000,Kat Mülkiyeti,"Doğu, Batı"
137028-126,03/05/2024,Merkezefendi,Daire,3 + 1,140,135,5,25,Kombi,7,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,1750000,Kat Mülkiyeti,
137837-371,14/05/2024,Merkezefendi,Daire,1 + 1,50,45,2,1,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Hayır,1450000,,
141218-453,15/05/2024,Merkezefendi,Daire,2 + 1,90,75,0,32,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1800000,Kat Mülkiyeti,
144495-23,29/04/2024,Merkezefendi,Daire,3 + 1,145,140,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3150000,Kat Mülkiyeti,
137102-284,27/04/2024,Merkezefendi,Daire,2 + 1,125,115,1,12,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2050000,,
144095-52,20/04/2024,Merkezefendi,Daire,2 + 1,120,100,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000,Kat İrtifakı,
